map_seed,repetition,steps,success,terminated,truncated,complete,base_return,shaped_return,noop_steps
300013,12,20,1,1,0,1,0.7999999999999999,1.106,10
300013,13,17,1,1,0,1,0.83,1.1420000000000001,3
300013,14,32,0,0,1,1,-0.3200000000000001,0.0568000000000001,8
300013,15,32,0,0,1,1,-0.3200000000000001,0.14440000000000017,20
300014,0,32,0,0,1,1,-0.3200000000000001,0.027200000000000252,3
300014,1,32,0,0,1,1,-0.3200000000000001,-0.05439999999999996,9
300014,2,24,1,1,0,1,0.7599999999999999,1.01,8
300014,3,17,1,1,0,1,0.83,1.038,3
300014,4,32,0,0,1,1,-0.3200000000000001,-0.0027999999999998304,14
300014,5,21,1,1,0,1,0.7899999999999999,1.0172,9
300014,6,32,0,0,1,1,-0.3200000000000001,0.05840000000000023,9
300014,7,17,1,1,0,1,0.83,1.0452000000000001,5
300014,8,32,0,0,1,1,-0.3200000000000001,-0.014799999999999841,22
300014,9,32,0,0,1,1,-0.3200000000000001,-0.031599999999999864,4
300014,10,32,0,0,1,1,-0.3200000000000001,-0.027999999999999886,9
300014,11,32,0,0,1,1,-0.3200000000000001,-0.020799999999999944,11
300014,12,32,0,0,1,1,-0.3200000000000001,-0.031599999999999906,10
300014,13,16,1,1,0,1,0.84,1.09,4
300014,14,9,1,1,0,1,0.91,1.0928,3
300014,15,19,1,1,0,1,0.8099999999999999,1.0696,5
300015,0,32,0,0,1,1,-0.3200000000000001,0.07080000000000011,15
300015,1,19,1,1,0,1,0.8099999999999999,1.0856000000000001,8
300015,2,32,0,0,1,1,-0.3200000000000001,0.007200000000000123,11
300015,3,10,1,1,0,1,0.9,1.1360000000000001,1
300015,4,29,1,1,0,1,0.71,1.0588000000000002,14
300015,5,32,0,0,1,1,-0.3200000000000001,0.05400000000000016,9
300015,6,32,0,0,1,1,-0.3200000000000001,0.044400000000000134,11
300015,7,32,0,0,1,1,-0.3200000000000001,0.05160000000000016,5
300015,8,18,1,1,0,1,0.82,1.0764,3
300015,9,32,0,0,1,1,-0.3200000000000001,0.02520000000000011,11
300015,10,19,1,1,0,1,0.8099999999999999,1.0712000000000002,6
300015,11,32,0,0,1,1,-0.3200000000000001,-0.008399999999999935,11
300015,12,32,0,0,1,1,-0.3200000000000001,0.05040000000000017,8
300015,13,32,0,0,1,1,-0.3200000000000001,0.06600000000000013,16
300015,14,32,0,0,1,1,-0.3200000000000001,0.051600000000000146,12
300015,15,32,0,0,1,1,-0.3200000000000001,-0.008399999999999908,12
300016,0,2,1,1,0,1,0.98,1.0212,1
300016,1,7,1,1,0,1,0.9299999999999999,0.9796,4
300016,2,2,1,1,0,1,0.98,1.0212,1
300016,3,1,1,1,0,1,0.99,1.03,0
300016,4,5,1,1,0,1,0.95,0.996,2
300016,5,32,0,0,1,1,-0.3200000000000001,-0.1299999999999999,14
300016,6,2,1,1,0,1,0.98,1.0212,1
300016,7,6,1,1,0,1,0.94,0.986,5
300016,8,1,1,1,0,1,0.99,1.03,0
300016,9,1,1,1,0,1,0.99,1.03,0
300016,10,6,1,1,0,1,0.94,0.9872000000000001,3
300016,11,1,1,1,0,1,0.99,1.03,0
300016,12,2,1,1,0,1,0.98,1.0212,1
300016,13,2,1,1,0,1,0.98,1.0212,1
300016,14,2,1,1,0,1,0.98,1.0212,1
300016,15,3,1,1,0,1,0.97,1.0136,0
300017,0,32,0,0,1,1,-0.3200000000000001,0.28800000000000026,20
300017,1,32,0,0,1,1,-0.3200000000000001,0.26520000000000027,13
300017,2,32,0,0,1,1,-0.3200000000000001,0.29760000000000036,16
300017,3,32,0,0,1,1,-0.3200000000000001,0.3036000000000003,17
300017,4,30,1,1,0,1,0.7,1.2168000000000003,10
300017,5,23,1,1,0,1,0.7699999999999999,1.2244000000000002,5
300017,6,32,0,0,1,1,-0.3200000000000001,0.1608000000000001,9
300017,7,32,0,0,1,1,-0.3200000000000001,0.2832000000000003,21
300017,8,32,0,0,1,1,-0.3200000000000001,0.26160000000000017,10
300017,9,32,0,0,1,1,-0.3200000000000001,0.30480000000000035,18
300017,10,32,0,0,1,1,-0.3200000000000001,0.30240000000000034,19
300017,11,32,0,0,1,1,-0.3200000000000001,0.2352000000000003,13
300017,12,32,0,0,1,1,-0.3200000000000001,0.2832000000000003,18
300017,13,32,0,0,1,1,-0.3200000000000001,0.15840000000000012,9
300017,14,32,0,0,1,1,-0.3200000000000001,0.10320000000000015,9
300017,15,32,0,0,1,1,-0.3200000000000001,0.24720000000000025,16
300018,0,25,1,1,0,1,0.7499999999999999,1.0064000000000002,6
300018,1,32,0,0,1,1,-0.3200000000000001,0.05520000000000014,12
300018,2,32,0,0,1,1,-0.3200000000000001,0.026400000000000104,10
300018,3,32,0,0,1,1,-0.3200000000000001,0.01680000000000014,7
300018,4,32,0,0,1,1,-0.3200000000000001,0.04920000000000017,10
300018,5,5,1,1,0,1,0.95,1.162,0
300018,6,32,0,0,1,1,-0.3200000000000001,0.0024000000000001104,10
