comparison,panel,seed,map_seed,mode,repetition,success_delta,efficient_success_delta,steps_delta,noop_rate_delta
uniform_minus_collected,panel_0,0,970000,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970001,greedy,0,1,0,-18,-0.1383928571428571
uniform_minus_collected,panel_0,0,970002,greedy,0,0,0,9,0.7391304347826086
uniform_minus_collected,panel_0,0,970003,greedy,0,0,-1,18,0.30000000000000004
uniform_minus_collected,panel_0,0,970004,greedy,0,0,1,-23,-0.7083333333333334
uniform_minus_collected,panel_0,0,970005,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970006,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970007,greedy,0,0,1,-28,-0.9032258064516129
uniform_minus_collected,panel_0,0,970008,greedy,0,0,1,-6,-0.6
uniform_minus_collected,panel_0,0,970009,greedy,0,0,1,-24,-0.5
uniform_minus_collected,panel_0,0,970010,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970011,greedy,0,1,1,-27,-0.71875
uniform_minus_collected,panel_0,0,970012,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970013,greedy,0,1,1,-26,-0.90625
uniform_minus_collected,panel_0,0,970014,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_0,0,970015,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970016,greedy,0,0,1,-13,-0.7222222222222222
uniform_minus_collected,panel_0,0,970017,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970018,greedy,0,0,1,-19,-0.6818181818181818
uniform_minus_collected,panel_0,0,970019,greedy,0,1,1,-28,-0.53125
uniform_minus_collected,panel_0,0,970020,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970021,greedy,0,0,1,-22,-0.7692307692307693
uniform_minus_collected,panel_0,0,970022,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970023,greedy,0,-1,0,3,0.21659482758620685
uniform_minus_collected,panel_0,0,970024,greedy,0,0,0,0,-0.15625
uniform_minus_collected,panel_0,0,970025,greedy,0,0,-1,20,0.8461538461538461
uniform_minus_collected,panel_0,0,970026,greedy,0,0,1,-14,-0.7368421052631579
uniform_minus_collected,panel_0,0,970027,greedy,0,0,0,1,0.16666666666666666
uniform_minus_collected,panel_0,0,970028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970029,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970030,greedy,0,-1,0,8,0.5520833333333333
uniform_minus_collected,panel_0,0,970031,greedy,0,0,0,0,0.09375
uniform_minus_collected,panel_0,0,970032,greedy,0,0,1,-4,0.0
uniform_minus_collected,panel_0,0,970033,greedy,0,0,1,-10,-0.7058823529411765
uniform_minus_collected,panel_0,0,970034,greedy,0,0,1,-14,0.0
uniform_minus_collected,panel_0,0,970035,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970036,greedy,0,0,-1,22,0.7142857142857143
uniform_minus_collected,panel_0,0,970037,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970039,greedy,0,0,0,0,0.0625
uniform_minus_collected,panel_0,0,970040,greedy,0,0,-1,19,0.7307692307692307
uniform_minus_collected,panel_0,0,970041,greedy,0,0,1,-8,0.0
uniform_minus_collected,panel_0,0,970042,greedy,0,0,-1,23,0.8518518518518519
uniform_minus_collected,panel_0,0,970043,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970044,greedy,0,-1,0,5,0.17129629629629628
uniform_minus_collected,panel_0,0,970045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970046,greedy,0,0,0,0,0.09375
uniform_minus_collected,panel_0,0,970047,greedy,0,1,1,-30,-0.71875
uniform_minus_collected,panel_0,0,970048,greedy,0,-1,0,5,0.2881944444444444
uniform_minus_collected,panel_0,0,970049,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970050,greedy,0,0,1,-20,0.031746031746031744
uniform_minus_collected,panel_0,0,970051,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970052,greedy,0,0,-1,8,0.7272727272727273
uniform_minus_collected,panel_0,0,970053,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970054,greedy,0,0,1,-10,-0.6666666666666666
uniform_minus_collected,panel_0,0,970055,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970056,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970057,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970058,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970059,greedy,0,1,0,-3,0.10237068965517238
uniform_minus_collected,panel_0,0,970060,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,0,970061,greedy,0,0,1,-6,-0.6
uniform_minus_collected,panel_0,0,970062,greedy,0,0,0,0,0.4375
uniform_minus_collected,panel_0,0,970063,greedy,0,1,1,-27,-0.71875
uniform_minus_collected,panel_0,1,970000,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970001,greedy,0,0,-1,16,0.41666666666666663
uniform_minus_collected,panel_0,1,970002,greedy,0,0,0,1,0.5586206896551724
uniform_minus_collected,panel_0,1,970003,greedy,0,1,0,-2,-0.16874999999999996
uniform_minus_collected,panel_0,1,970004,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970005,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970006,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970007,greedy,0,-1,-1,29,0.9375
uniform_minus_collected,panel_0,1,970008,greedy,0,1,1,-28,-1.0
uniform_minus_collected,panel_0,1,970009,greedy,0,0,1,-19,-0.8260869565217391
uniform_minus_collected,panel_0,1,970010,greedy,0,0,0,0,0.15625
uniform_minus_collected,panel_0,1,970011,greedy,0,0,0,-6,0.41684210526315785
uniform_minus_collected,panel_0,1,970012,greedy,0,-1,0,18,0.3973214285714286
uniform_minus_collected,panel_0,1,970013,greedy,0,0,0,-1,-0.3333333333333333
uniform_minus_collected,panel_0,1,970014,greedy,0,0,0,-3,-0.0185185185185186
uniform_minus_collected,panel_0,1,970015,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970016,greedy,0,0,1,-12,-0.7058823529411765
uniform_minus_collected,panel_0,1,970017,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970018,greedy,0,0,-1,26,0.0
uniform_minus_collected,panel_0,1,970019,greedy,0,-1,-1,24,1.0
uniform_minus_collected,panel_0,1,970020,greedy,0,0,-1,10,0.0
uniform_minus_collected,panel_0,1,970021,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970022,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970023,greedy,0,1,1,-27,-0.90625
uniform_minus_collected,panel_0,1,970024,greedy,0,0,-1,24,0.0
uniform_minus_collected,panel_0,1,970025,greedy,0,0,1,-16,-0.45454545454545453
uniform_minus_collected,panel_0,1,970026,greedy,0,0,1,-10,0.0
uniform_minus_collected,panel_0,1,970027,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970029,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970030,greedy,0,-1,-1,22,0.575
uniform_minus_collected,panel_0,1,970031,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970032,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970033,greedy,0,0,0,5,0.1030092592592593
uniform_minus_collected,panel_0,1,970034,greedy,0,0,0,-2,0.0
uniform_minus_collected,panel_0,1,970035,greedy,0,0,1,-21,-0.875
uniform_minus_collected,panel_0,1,970036,greedy,0,1,1,-26,-1.0
uniform_minus_collected,panel_0,1,970037,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_0,1,970038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970039,greedy,0,1,0,-12,-0.31875
uniform_minus_collected,panel_0,1,970040,greedy,0,1,0,-12,-0.19374999999999998
uniform_minus_collected,panel_0,1,970041,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970042,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970043,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970044,greedy,0,1,1,-24,-0.65625
uniform_minus_collected,panel_0,1,970045,greedy,0,0,0,-2,-0.5
uniform_minus_collected,panel_0,1,970046,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970047,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970048,greedy,0,0,-1,8,0.0
uniform_minus_collected,panel_0,1,970049,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970050,greedy,0,0,1,-10,-0.625
uniform_minus_collected,panel_0,1,970051,greedy,0,0,1,-4,-0.8
uniform_minus_collected,panel_0,1,970052,greedy,0,0,1,-6,-0.6666666666666666
uniform_minus_collected,panel_0,1,970053,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970054,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970055,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970056,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970057,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970058,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970059,greedy,0,-1,0,7,0.21750000000000003
uniform_minus_collected,panel_0,1,970060,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,1,970061,greedy,0,1,1,-28,-0.59375
uniform_minus_collected,panel_0,1,970062,greedy,0,-1,-1,25,0.875
uniform_minus_collected,panel_0,1,970063,greedy,0,0,1,-25,-0.7666666666666667
uniform_minus_collected,panel_0,2,970000,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970001,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970002,greedy,0,1,0,-6,-0.16826923076923073
uniform_minus_collected,panel_0,2,970003,greedy,0,0,0,-2,-0.014285714285714346
uniform_minus_collected,panel_0,2,970004,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970005,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970006,greedy,0,0,1,-19,-0.6521739130434783
uniform_minus_collected,panel_0,2,970007,greedy,0,0,-1,29,0.90625
uniform_minus_collected,panel_0,2,970008,greedy,0,0,1,-20,-0.8333333333333334
uniform_minus_collected,panel_0,2,970009,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970010,greedy,0,0,0,0,0.53125
uniform_minus_collected,panel_0,2,970011,greedy,0,1,1,-27,-0.96875
uniform_minus_collected,panel_0,2,970012,greedy,0,-1,0,4,0.2142857142857143
uniform_minus_collected,panel_0,2,970013,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970014,greedy,0,0,-1,27,0.84375
uniform_minus_collected,panel_0,2,970015,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970016,greedy,0,0,0,11,0.24857142857142858
uniform_minus_collected,panel_0,2,970017,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970018,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970019,greedy,0,0,1,-28,-0.4375
uniform_minus_collected,panel_0,2,970020,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970021,greedy,0,0,1,-27,-0.8709677419354839
uniform_minus_collected,panel_0,2,970022,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970023,greedy,0,0,1,-14,-0.7368421052631579
uniform_minus_collected,panel_0,2,970024,greedy,0,-1,-1,27,0.875
uniform_minus_collected,panel_0,2,970025,greedy,0,0,-1,25,0.7931034482758621
uniform_minus_collected,panel_0,2,970026,greedy,0,0,1,-23,-0.5357142857142857
uniform_minus_collected,panel_0,2,970027,greedy,0,1,1,-27,-0.9375
uniform_minus_collected,panel_0,2,970028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970029,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970030,greedy,0,-1,-1,19,0.22596153846153844
uniform_minus_collected,panel_0,2,970031,greedy,0,0,0,4,0.4153846153846154
uniform_minus_collected,panel_0,2,970032,greedy,0,0,-1,12,0.0
uniform_minus_collected,panel_0,2,970033,greedy,0,0,-1,6,0.6153846153846154
uniform_minus_collected,panel_0,2,970034,greedy,0,0,1,-21,-0.84
uniform_minus_collected,panel_0,2,970035,greedy,0,0,1,-4,-0.5714285714285714
uniform_minus_collected,panel_0,2,970036,greedy,0,0,1,-19,-0.76
uniform_minus_collected,panel_0,2,970037,greedy,0,0,0,0,-0.0625
uniform_minus_collected,panel_0,2,970038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970039,greedy,0,0,0,0,0.0625
uniform_minus_collected,panel_0,2,970040,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970041,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970042,greedy,0,0,1,-19,-0.76
uniform_minus_collected,panel_0,2,970043,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970044,greedy,0,0,0,-7,-0.10370370370370374
uniform_minus_collected,panel_0,2,970045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970046,greedy,0,0,0,0,-0.0625
uniform_minus_collected,panel_0,2,970047,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970048,greedy,0,1,0,-7,-0.4175
uniform_minus_collected,panel_0,2,970049,greedy,0,0,1,-4,0.0
uniform_minus_collected,panel_0,2,970050,greedy,0,0,1,-20,-0.3076923076923077
uniform_minus_collected,panel_0,2,970051,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970052,greedy,0,0,1,-18,-0.09523809523809523
uniform_minus_collected,panel_0,2,970053,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970054,greedy,0,0,1,-24,-0.46153846153846156
uniform_minus_collected,panel_0,2,970055,greedy,0,0,-1,20,0.0
uniform_minus_collected,panel_0,2,970056,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_0,2,970057,greedy,0,0,1,-21,-0.875
uniform_minus_collected,panel_0,2,970058,greedy,0,1,1,-30,-0.9375
uniform_minus_collected,panel_0,2,970059,greedy,0,0,-1,21,0.75
uniform_minus_collected,panel_0,2,970060,greedy,0,0,1,-28,-0.2
uniform_minus_collected,panel_0,2,970061,greedy,0,1,1,-28,-0.90625
uniform_minus_collected,panel_0,2,970062,greedy,0,0,1,-18,-0.72
uniform_minus_collected,panel_0,2,970063,greedy,0,0,-1,8,0.0
uniform_minus_collected,panel_1,0,971000,greedy,0,1,0,-7,-0.11499999999999999
uniform_minus_collected,panel_1,0,971001,greedy,0,0,1,-10,-0.7142857142857143
uniform_minus_collected,panel_1,0,971002,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971003,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971004,greedy,0,0,0,2,0.0
uniform_minus_collected,panel_1,0,971005,greedy,0,0,0,0,-0.5
uniform_minus_collected,panel_1,0,971006,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971007,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971008,greedy,0,1,0,-8,-0.17708333333333337
uniform_minus_collected,panel_1,0,971009,greedy,0,0,0,2,0.16888888888888887
uniform_minus_collected,panel_1,0,971010,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971011,greedy,0,0,-1,24,0.7142857142857143
uniform_minus_collected,panel_1,0,971012,greedy,0,0,0,-5,-0.45454545454545453
uniform_minus_collected,panel_1,0,971013,greedy,0,1,1,-30,-1.0
uniform_minus_collected,panel_1,0,971014,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971015,greedy,0,1,1,-26,-0.875
uniform_minus_collected,panel_1,0,971016,greedy,0,0,1,-24,-0.7407407407407407
uniform_minus_collected,panel_1,0,971017,greedy,0,0,1,-6,0.0
uniform_minus_collected,panel_1,0,971018,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971019,greedy,0,0,0,6,0.3333333333333333
uniform_minus_collected,panel_1,0,971020,greedy,0,0,1,-12,-0.8571428571428571
uniform_minus_collected,panel_1,0,971021,greedy,0,0,-1,26,0.0
uniform_minus_collected,panel_1,0,971022,greedy,0,1,1,-30,-0.84375
uniform_minus_collected,panel_1,0,971023,greedy,0,0,1,-16,0.0
uniform_minus_collected,panel_1,0,971024,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971025,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971026,greedy,0,1,0,-4,-0.1160714285714286
uniform_minus_collected,panel_1,0,971027,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971029,greedy,0,0,1,-7,-0.5833333333333334
uniform_minus_collected,panel_1,0,971030,greedy,0,0,0,0,0.59375
uniform_minus_collected,panel_1,0,971031,greedy,0,0,1,-23,-0.8846153846153846
uniform_minus_collected,panel_1,0,971032,greedy,0,1,1,-28,-0.9375
uniform_minus_collected,panel_1,0,971033,greedy,0,0,0,0,0.125
uniform_minus_collected,panel_1,0,971034,greedy,0,0,-1,8,0.0
uniform_minus_collected,panel_1,0,971035,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971036,greedy,0,1,0,-5,-0.1284722222222222
uniform_minus_collected,panel_1,0,971037,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971039,greedy,0,-1,0,19,0.2908653846153846
uniform_minus_collected,panel_1,0,971040,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971041,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971042,greedy,0,0,1,-26,-0.9629629629629629
uniform_minus_collected,panel_1,0,971043,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971044,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971046,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971047,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971048,greedy,0,1,0,-18,-0.1830357142857143
uniform_minus_collected,panel_1,0,971049,greedy,0,-1,0,11,0.90625
uniform_minus_collected,panel_1,0,971050,greedy,0,0,1,-30,-0.625
uniform_minus_collected,panel_1,0,971051,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971052,greedy,0,0,1,-21,-0.34615384615384615
uniform_minus_collected,panel_1,0,971053,greedy,0,0,1,-24,-0.7407407407407407
uniform_minus_collected,panel_1,0,971054,greedy,0,0,0,4,0.7694145758661888
uniform_minus_collected,panel_1,0,971055,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971056,greedy,0,1,0,-16,-0.1875
uniform_minus_collected,panel_1,0,971057,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971058,greedy,0,-1,0,2,0.17083333333333328
uniform_minus_collected,panel_1,0,971059,greedy,0,0,-1,4,0.6666666666666666
uniform_minus_collected,panel_1,0,971060,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,0,971061,greedy,0,0,0,0,0.09375
uniform_minus_collected,panel_1,0,971062,greedy,0,0,0,-4,-0.09230769230769231
uniform_minus_collected,panel_1,0,971063,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971000,greedy,0,0,-1,15,0.40217391304347827
uniform_minus_collected,panel_1,1,971001,greedy,0,-1,-1,26,0.6041666666666667
uniform_minus_collected,panel_1,1,971002,greedy,0,0,0,18,0.22570532915360497
uniform_minus_collected,panel_1,1,971003,greedy,0,0,0,0,0.03125
uniform_minus_collected,panel_1,1,971004,greedy,0,0,1,-25,-0.8620689655172413
uniform_minus_collected,panel_1,1,971005,greedy,0,0,0,0,-0.1875
uniform_minus_collected,panel_1,1,971006,greedy,0,0,0,0,0.15625
uniform_minus_collected,panel_1,1,971007,greedy,0,0,1,-22,-0.8333333333333334
uniform_minus_collected,panel_1,1,971008,greedy,0,0,0,0,0.09375
uniform_minus_collected,panel_1,1,971009,greedy,0,0,0,-15,-0.18000000000000005
uniform_minus_collected,panel_1,1,971010,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971011,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971012,greedy,0,0,-1,25,0.8064516129032258
uniform_minus_collected,panel_1,1,971013,greedy,0,1,0,-3,-0.06896551724137934
uniform_minus_collected,panel_1,1,971014,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971015,greedy,0,1,0,-6,-0.07451923076923073
uniform_minus_collected,panel_1,1,971016,greedy,0,0,1,-7,-0.7
uniform_minus_collected,panel_1,1,971017,greedy,0,-1,0,3,0.07543103448275867
uniform_minus_collected,panel_1,1,971018,greedy,0,-1,-1,27,0.875
uniform_minus_collected,panel_1,1,971019,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971020,greedy,0,0,-1,25,0.3620689655172413
uniform_minus_collected,panel_1,1,971021,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971022,greedy,0,0,1,-25,-0.9259259259259259
uniform_minus_collected,panel_1,1,971023,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971024,greedy,0,0,-1,22,0.0
uniform_minus_collected,panel_1,1,971025,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971026,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971027,greedy,0,0,0,13,0.19696969696969702
uniform_minus_collected,panel_1,1,971028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971029,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971030,greedy,0,0,0,0,-0.625
uniform_minus_collected,panel_1,1,971031,greedy,0,-1,0,17,0.19999999999999996
uniform_minus_collected,panel_1,1,971032,greedy,0,1,0,-7,0.15249999999999997
uniform_minus_collected,panel_1,1,971033,greedy,0,-1,0,3,0.13793103448275867
uniform_minus_collected,panel_1,1,971034,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971035,greedy,0,0,1,-26,-0.9629629629629629
uniform_minus_collected,panel_1,1,971036,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971037,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971038,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971039,greedy,0,-1,0,7,0.48875
uniform_minus_collected,panel_1,1,971040,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971041,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971042,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971043,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971044,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971045,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971046,greedy,0,0,0,19,0.5866666666666667
uniform_minus_collected,panel_1,1,971047,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971048,greedy,0,-1,0,5,0.11111111111111116
uniform_minus_collected,panel_1,1,971049,greedy,0,-1,-1,27,0.84375
uniform_minus_collected,panel_1,1,971050,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971051,greedy,0,0,1,-21,-0.84
uniform_minus_collected,panel_1,1,971052,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971053,greedy,0,0,1,-15,-0.8333333333333334
uniform_minus_collected,panel_1,1,971054,greedy,0,0,0,-2,-0.01532567049808431
uniform_minus_collected,panel_1,1,971055,greedy,0,0,0,-2,0.0
uniform_minus_collected,panel_1,1,971056,greedy,0,0,0,-9,0.14814814814814814
uniform_minus_collected,panel_1,1,971057,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971058,greedy,0,0,0,6,0.20432692307692313
uniform_minus_collected,panel_1,1,971059,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971060,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,1,971061,greedy,0,0,0,0,0.25
uniform_minus_collected,panel_1,1,971062,greedy,0,1,1,-29,-1.0
uniform_minus_collected,panel_1,1,971063,greedy,0,0,1,-20,-0.3846153846153846
uniform_minus_collected,panel_1,2,971000,greedy,0,-1,-1,26,0.84375
uniform_minus_collected,panel_1,2,971001,greedy,0,0,1,-24,-0.8571428571428571
uniform_minus_collected,panel_1,2,971002,greedy,0,-1,-1,28,1.0
uniform_minus_collected,panel_1,2,971003,greedy,0,1,0,-17,-0.30208333333333337
uniform_minus_collected,panel_1,2,971004,greedy,0,0,1,-24,-0.7857142857142857
uniform_minus_collected,panel_1,2,971005,greedy,0,1,1,-27,-0.90625
uniform_minus_collected,panel_1,2,971006,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_1,2,971007,greedy,0,0,-1,27,0.8620689655172413
uniform_minus_collected,panel_1,2,971008,greedy,0,1,1,-27,-0.96875
uniform_minus_collected,panel_1,2,971009,greedy,0,0,0,-2,0.38809523809523805
uniform_minus_collected,panel_1,2,971010,greedy,0,0,0,-2,0.0
uniform_minus_collected,panel_1,2,971011,greedy,0,0,1,-28,-0.875
uniform_minus_collected,panel_1,2,971012,greedy,0,0,-1,3,0.09999999999999998
uniform_minus_collected,panel_1,2,971013,greedy,0,0,1,-21,-0.9130434782608695
uniform_minus_collected,panel_1,2,971014,greedy,0,0,1,-25,-0.8928571428571429
uniform_minus_collected,panel_1,2,971015,greedy,0,1,0,-4,-0.0892857142857143
uniform_minus_collected,panel_1,2,971016,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971017,greedy,0,0,1,-14,-0.7777777777777778
uniform_minus_collected,panel_1,2,971018,greedy,0,0,1,-22,-0.6666666666666666
uniform_minus_collected,panel_1,2,971019,greedy,0,-1,0,5,0.18287037037037035
uniform_minus_collected,panel_1,2,971020,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971021,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971022,greedy,0,0,1,-14,0.0
uniform_minus_collected,panel_1,2,971023,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971024,greedy,0,0,1,-25,-0.5357142857142857
uniform_minus_collected,panel_1,2,971025,greedy,0,0,1,-25,-0.8214285714285714
uniform_minus_collected,panel_1,2,971026,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971027,greedy,0,0,0,6,-0.10833333333333328
uniform_minus_collected,panel_1,2,971028,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971029,greedy,0,0,-1,20,0.7407407407407407
uniform_minus_collected,panel_1,2,971030,greedy,0,0,0,0,0.03125
uniform_minus_collected,panel_1,2,971031,greedy,0,0,-1,19,0.8636363636363636
uniform_minus_collected,panel_1,2,971032,greedy,0,0,1,-21,-0.04
uniform_minus_collected,panel_1,2,971033,greedy,0,-1,0,2,0.1333333333333333
uniform_minus_collected,panel_1,2,971034,greedy,0,0,-1,22,0.0
uniform_minus_collected,panel_1,2,971035,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971036,greedy,0,0,0,0,-0.03125
uniform_minus_collected,panel_1,2,971037,greedy,0,0,0,0,0.0
uniform_minus_collected,panel_1,2,971038,greedy,0,0,1,-19,-0.95
uniform_minus_collected,panel_1,2,971039,greedy,0,-1,0,8,-0.07291666666666663
