seed,condition,checkpoint,world,map_seed,success,steps,base_return,shaped_return,parameter_hash
0,continued,after_a,A,910009,0,32,-0.3200000000000001,0.3576000000000003,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910010,1,7,0.9299999999999999,1.1480000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910011,0,32,-0.3200000000000001,-0.007199999999999929,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910012,0,32,-0.3200000000000001,-0.17399999999999993,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910013,0,32,-0.3200000000000001,-0.04199999999999987,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910014,0,32,-0.3200000000000001,-0.17039999999999988,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910015,1,1,0.99,1.03,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910016,0,32,-0.3200000000000001,-0.20280000000000004,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910017,1,3,0.97,1.0936,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910018,1,2,0.98,1.0612,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910019,0,32,-0.3200000000000001,0.06600000000000023,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910020,0,32,-0.3200000000000001,-0.1283999999999998,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910021,0,32,-0.3200000000000001,-0.04199999999999987,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910022,0,32,-0.3200000000000001,0.17000000000000015,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910023,0,32,-0.3200000000000001,0.09520000000000016,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910024,1,12,0.88,0.9792000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910025,1,18,0.82,0.8984000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910026,1,3,0.97,1.0936,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910027,0,32,-0.3200000000000001,-0.13759999999999994,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910028,0,32,-0.3200000000000001,-0.04199999999999987,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910029,0,32,-0.3200000000000001,0.1432000000000001,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910030,0,32,-0.3200000000000001,-0.05239999999999967,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,A,910031,0,32,-0.3200000000000001,0.14200000000000013,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910000,1,2,0.98,1.0612,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910001,0,32,-0.3200000000000001,0.06600000000000023,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910002,0,32,-0.3200000000000001,-0.14400000000000013,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910003,0,32,-0.3200000000000001,-0.08959999999999986,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910004,0,32,-0.3200000000000001,-0.23079999999999992,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910005,0,32,-0.3200000000000001,-0.0039999999999997815,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910006,0,32,-0.3200000000000001,-0.14879999999999993,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910007,0,32,-0.3200000000000001,-0.0483999999999999,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910008,0,32,-0.3200000000000001,-0.2428,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910009,0,32,-0.3200000000000001,0.29760000000000036,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910010,0,32,-0.3200000000000001,0.06360000000000023,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910011,0,32,-0.3200000000000001,0.02760000000000014,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910012,0,32,-0.3200000000000001,-0.06360000000000005,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910013,0,32,-0.3200000000000001,0.06600000000000023,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910014,0,32,-0.3200000000000001,-0.1283999999999998,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910015,0,32,-0.3200000000000001,-0.13479999999999953,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910016,0,32,-0.3200000000000001,-0.16559999999999986,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910017,1,4,0.96,1.0848,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
0,continued,after_a,B,910018,1,2,0.98,1.0612,4f307724e2d6a58cb6de8a81c7ff1c36194ae173e3b5a55a0fb7aa829ab50ca5
