seed,condition,checkpoint,world,map_seed,success,steps,base_return,shaped_return,parameter_hash
0,shortest_path,posthoc_reference,A,910000,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910001,1,5,0.95,1.162,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910002,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910003,1,3,0.97,1.0936,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910004,1,1,0.99,1.03,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910005,1,4,0.96,1.1272,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910006,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910007,1,4,0.96,1.1272,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910008,1,1,0.99,1.03,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910009,1,8,0.9199999999999999,1.2736,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910010,1,5,0.95,1.162,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910011,1,5,0.95,1.162,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910012,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910013,1,5,0.95,1.162,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910014,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910015,1,1,0.99,1.03,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910016,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910017,1,3,0.97,1.0936,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910018,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910019,1,5,0.95,1.162,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910020,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910021,1,5,0.95,1.162,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910022,1,7,0.9299999999999999,1.2352,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910023,1,6,0.94,1.198,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910024,1,2,0.98,1.0612,shortest-path-visible-observation-size-5
0,shortest_path,posthoc_reference,A,910025,1,1,0.99,1.03,shortest-path-visible-observation-size-5
