bank_id,condition,seed,checkpoint,updates_in_window,mean_loss,last_loss,training_examples
1,collected_unique,0,100,100,0.013414944889955222,0.012953896075487137,6400
1,collected_unique,0,200,100,0.00977575175696984,0.005779448430985212,12800
1,collected_unique,0,300,100,0.008863788729067892,0.009173099882900715,19200
1,collected_unique,0,400,100,0.008328201142139733,0.003283314174041152,25600
1,collected_unique,0,500,100,0.007049415060319007,0.010732452385127544,32000
1,collected_unique,0,600,100,0.0056892482889816165,0.004808557219803333,38400
1,collected_unique,0,700,100,0.00478819306823425,0.005356248002499342,44800
1,collected_unique,0,800,100,0.0038310236344113948,0.002512948587536812,51200
1,collected_unique,0,900,100,0.0037501625041477383,0.0033688992261886597,57600
1,collected_unique,0,1000,100,0.00397264001891017,0.0028044586069881916,64000
1,collected_unique,0,1100,100,0.004228049062658101,0.0033762615639716387,70400
1,collected_unique,0,1200,100,0.004788539637811482,0.006776670925319195,76800
1,collected_unique,0,1300,100,0.004692594963125884,0.003373142331838608,83200
1,collected_unique,0,1400,100,0.00533317746128887,0.0048804995603859425,89600
1,collected_unique,0,1500,100,0.005245763431303203,0.0060654995031654835,96000
1,collected_unique,0,1600,100,0.005030962016899138,0.005086398683488369,102400
1,collected_unique,0,1700,100,0.005510844173841178,0.004269030876457691,108800
1,collected_unique,0,1800,100,0.004161522682989016,0.006667947396636009,115200
1,collected_unique,0,1900,100,0.004028301466023549,0.003911739680916071,121600
1,collected_unique,0,2000,100,0.00412800251506269,0.002927167806774378,128000
1,collected_unique,0,2100,100,0.003603490199893713,0.004044212866574526,134400
1,collected_unique,0,2200,100,0.0028551332716597244,0.0013599767116829753,140800
1,collected_unique,0,2300,100,0.0028167064604349436,0.003607688006013632,147200
1,collected_unique,0,2400,100,0.002440008739940822,0.0020498582161962986,153600
1,collected_unique,0,2500,100,0.0019298559502931311,0.0009517016005702317,160000
1,collected_unique,0,2600,100,0.0017767604504479095,0.0017286627553403378,166400
1,collected_unique,0,2700,100,0.001737467724015005,0.0023570051416754723,172800
1,collected_unique,0,2800,100,0.0017630747222574428,0.002753188833594322,179200
1,collected_unique,0,2900,100,0.001665529953315854,0.003200055565685034,185600
1,collected_unique,0,3000,100,0.0016616500978125258,0.0020215464755892754,192000
1,collected_unique,0,3100,100,0.0015206663176650181,0.0020189073402434587,198400
1,collected_unique,0,3200,100,0.0015388421778334304,0.001563389552757144,204800
1,collected_unique,0,3300,100,0.001532116007292643,0.0017329651163890958,211200
1,collected_unique,0,3400,100,0.001519217059831135,0.001951953861862421,217600
1,collected_unique,0,3500,100,0.0016382182203233241,0.0009537623263895512,224000
1,collected_unique,0,3600,100,0.001648737054783851,0.0009798051323741674,230400
1,collected_unique,0,3700,100,0.0015716420632088557,0.0018982301698997617,236800
1,collected_unique,0,3800,100,0.001506503681303002,0.001855357550084591,243200
1,collected_unique,0,3900,100,0.001627757487585768,0.002370122354477644,249600
1,collected_unique,0,4000,100,0.001788226887001656,0.0020219809375703335,256000
1,collected_unique,0,4100,100,0.0017062071617692709,0.00097231863765046,262400
1,collected_unique,0,4200,100,0.0016978435846976936,0.0020741885527968407,268800
1,collected_unique,0,4300,100,0.001829229169525206,0.0019365809857845306,275200
1,collected_unique,0,4400,100,0.0017800322675611824,0.001453035045415163,281600
1,collected_unique,0,4500,100,0.0018983714585192502,0.0038036098703742027,288000
1,collected_unique,0,4600,100,0.00183684142655693,0.0017405931139364839,294400
1,collected_unique,0,4700,100,0.00165348329115659,0.0016042139614000916,300800
1,collected_unique,0,4800,100,0.001951841105474159,0.0031774956732988358,307200
1,collected_unique,0,4900,100,0.001729015005985275,0.001392690115608275,313600
1,collected_unique,0,5000,100,0.0017588893248466776,0.003063581883907318,320000
1,collected_unique,0,5100,100,0.00171191259927582,0.0011245172936469316,326400
1,collected_unique,0,5200,100,0.0016633206693222747,0.0012181841302663088,332800
1,collected_unique,0,5300,100,0.001728255522903055,0.002412277041003108,339200
1,collected_unique,0,5400,100,0.0016701499180635437,0.0018578064627945423,345600
1,collected_unique,0,5500,100,0.001556016764952801,0.0034825021866708994,352000
1,collected_unique,0,5600,100,0.0014778024452971295,0.0014163728337734938,358400
1,collected_unique,0,5700,100,0.001578899748274125,0.001414283411577344,364800
1,collected_unique,0,5800,100,0.0014781182154547422,0.0014593811938539147,371200
1,collected_unique,0,5900,100,0.001493201678385958,0.001822535414248705,377600
1,collected_unique,0,6000,100,0.0014479575434233993,0.00336419022642076,384000
1,collected_unique,0,6100,100,0.0015185925300465898,0.0028974772430956364,390400
1,collected_unique,0,6200,100,0.0015432859974680469,0.0018807603046298027,396800
1,collected_unique,0,6300,100,0.00155306950036902,0.0013564304681494832,403200
1,collected_unique,0,6400,100,0.0013681885070400313,0.0013353521935641766,409600
1,collected_unique,0,6500,100,0.0015531748777721077,0.0011557411635294557,416000
1,collected_unique,0,6600,100,0.001560149570577778,0.00110196927562356,422400
