seed,map_seed,tick,position_row,position_col,action,winnable_before,action_preserves_solvability,avoidable_deadline_loss,optimal_action,optimal_q_regret,q_absolute_error_mean,q_signed_error_mean,learned_top_two_margin,learned_selected_advantage_over_best_optimal,blocked,position_revisit,base_reward,shaped_reward,terminated,truncated,learned_q_0,learned_q_1,learned_q_2,learned_q_3,optimal_q_0,optimal_q_1,optimal_q_2,optimal_q_3
0,910002,14,1,2,2,True,True,False,False,0.038509000000000126,0.5590998970439528,-0.5590998970439528,0.04306316375732422,0.04306316375732422,True,True,-0.01,-0.007599999999999997,False,False,0.41070646047592163,0.4315546751022339,0.4746178388595581,0.3776869773864746,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,15,1,2,2,True,True,False,False,0.038509000000000126,0.555386877851734,-0.555386877851734,0.04378601908683777,0.04378601908683777,True,True,-0.01,-0.007599999999999997,False,False,0.4143412709236145,0.43506309390068054,0.4788491129875183,0.38116455078125,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,16,1,2,2,True,True,False,False,0.038509000000000126,0.5516680844595526,-0.5516680844595526,0.04494401812553406,0.04494401812553406,True,True,-0.01,-0.007599999999999997,False,False,0.4181581139564514,0.43824905157089233,0.4831930696964264,0.3846929669380188,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,17,1,2,2,True,True,False,False,0.038509000000000126,0.5481263988187407,-0.5481263988187407,0.04601866006851196,0.04601866006851196,True,True,-0.01,-0.007599999999999997,False,False,0.42176753282546997,0.44128793478012085,0.4873065948486328,0.388097882270813,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,18,1,2,2,True,True,False,False,0.038509000000000126,0.5449205182960127,-0.5449205182960127,0.04693537950515747,0.04693537950515747,True,True,-0.01,-0.007599999999999997,False,False,0.4249836802482605,0.44404780864715576,0.49098318815231323,0.391268789768219,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,19,1,2,2,True,True,False,False,0.038509000000000126,0.5424882315566634,-0.5424882315566634,0.04770040512084961,0.04770040512084961,True,True,-0.01,-0.007599999999999997,False,False,0.42737066745758057,0.44617959856987,0.4938800036907196,0.3935823440551758,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,20,1,2,2,True,True,False,False,0.038509000000000126,0.542606241302738,-0.542606241302738,0.048016875982284546,0.048016875982284546,True,True,-0.01,-0.007599999999999997,False,False,0.42706745862960815,0.4461502134799957,0.4941670894622803,0.3931558132171631,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,21,1,2,2,True,True,False,False,0.038509000000000126,0.5467078455259894,-0.5467078455259894,0.047945648431777954,0.047945648431777954,True,True,-0.01,-0.007599999999999997,False,False,0.4228289723396301,0.4421243369579315,0.4900699853897095,0.38911086320877075,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,22,1,2,2,True,True,False,False,0.038509000000000126,0.5465249263217543,-0.5465249263217543,0.04841041564941406,0.04841041564941406,True,True,-0.01,-0.007599999999999997,False,False,0.42357897758483887,0.44198405742645264,0.4903944730758667,0.388908326625824,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,23,1,2,2,True,True,False,False,0.038509000000000126,0.5428801693489645,-0.5428801693489645,0.04892894625663757,0.04892894625663757,True,True,-0.01,-0.007599999999999997,False,False,0.4280804991722107,0.4452817738056183,0.49421072006225586,0.3918718695640564,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,24,1,2,2,True,True,False,False,0.038509000000000126,0.5394367196133231,-0.5394367196133231,0.049398452043533325,0.049398452043533325,True,True,-0.01,-0.007599999999999997,False,False,0.4323558211326599,0.44837579131126404,0.49777424335479736,0.39471280574798584,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,25,1,2,2,True,True,False,False,0.038509000000000126,0.53609073092247,-0.53609073092247,0.04984408617019653,0.04984408617019653,True,True,-0.01,-0.007599999999999997,False,False,0.4365217089653015,0.4513712525367737,0.5012153387069702,0.3974943161010742,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,26,1,2,2,True,True,False,False,0.038509000000000126,0.5327448167374228,-0.5327448167374228,0.05028972029685974,0.05028972029685974,True,True,-0.01,-0.007599999999999997,False,False,0.44068753719329834,0.4543665945529938,0.5046563148498535,0.4002758264541626,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,27,1,2,2,True,True,False,False,0.038509000000000126,0.5295064963867758,-0.5295064963867758,0.050686925649642944,0.050686925649642944,True,True,-0.01,-0.007599999999999997,False,False,0.44471871852874756,0.45727208256721497,0.5079590082168579,0.4029897451400757,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,28,1,2,2,True,True,False,False,0.038509000000000126,0.5267466895749663,-0.5267466895749663,0.0508686900138855,0.0508686900138855,True,True,-0.01,-0.007599999999999997,False,False,0.4481511116027832,0.4597776532173157,0.5106463432312012,0.40540367364883423,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
0,910002,29,1,2,2,True,True,False,False,0.038509000000000126,0.5260065563490485,-0.5260065563490485,0.05084070563316345,0.05084070563316345,True,True,-0.01,-0.007599999999999997,False,False,0.4495882987976074,0.46028921008110046,0.5111299157142639,0.40593189001083374,0.9544372699999998,1.0303,0.9917909999999999,0.9544372699999998
